Measurement_ID,Time_UTC,Measurement_Count,Wavelength_nm,Cleaned_Intensity,Operation_Mode,Measurement_Type,Force_Reset_Status,Laser_Fire_Status,Is_Valid_Plasma,Is_Background,Delay_Time_us,Integration_Time_us,Number_of_Pulses,X_Factor,Laser_Energy_V,Laser_Pump_Current_A,PRR_Hz,On_Off_Status
1,2023-08-30 12:34:18,2,164.35,0.0,ASLF,Plasma,0,1,True,False,0.375,1000,1,1,3165,95,5,1
1,2023-08-30 12:34:18,2,164.74,0.0,ASLF,Plasma,0,1,True,False,0.375,1000,1,1,3165,95,5,1
1,2023-08-30 12:34:18,2,165.12,36.0,ASLF,Plasma,0,1,True,False,0.375,1000,1,1,3165,95,5,1
1,2023-08-30 12:34:18,2,165.5,39.0,ASLF,Plasma,0,1,True,False,0.375,1000,1,1,3165,95,5,1
1,2023-08-30 12:34:18,2,165.88,0.0,ASLF,Plasma,0,1,True,False,0.375,1000,1,1,3165,95,5,1
1,2023-08-30 12:34:18,2,166.26,0.0,ASLF,Plasma,0,1,True,False,0.375,1000,1,1,3165,95,5,1
1,2023-08-30 12:34:18,2,166.64,95.0,ASLF,Plasma,0,1,True,False,0.375,1000,1,1,3165,95,5,1
1,2023-08-30 12:34:18,2,167.03,0.0,ASLF,Plasma,0,1,True,False,0.375,1000,1,1,3165,95,5,1
1,2023-08-30 12:34:18,2,167.41,0.0,ASLF,Plasma,0,1,True,False,0.375,1000,1,1,3165,95,5,1
1,2023-08-30 12:34:18,2,167.79,0.0,ASLF,Plasma,0,1,True,False,0.375,1000,1,1,3165,95,5,1
1,2023-08-30 12:34:18,2,168.17,0.0,ASLF,Plasma,0,1,True,False,0.375,1000,1,1,3165,95,5,1
1,2023-08-30 12:34:18,2,168.55,0.0,ASLF,Plasma,0,1,True,False,0.375,1000,1,1,3165,95,5,1
1,2023-08-30 12:34:18,2,168.93,19.0,ASLF,Plasma,0,1,True,False,0.375,1000,1,1,3165,95,5,1
1,2023-08-30 12:34:18,2,169.31,0.0,ASLF,Plasma,0,1,True,False,0.375,1000,1,1,3165,95,5,1
1,2023-08-30 12:34:18,2,169.7,0.0,ASLF,Plasma,0,1,True,False,0.375,1000,1,1,3165,95,5,1
1,2023-08-30 12:34:18,2,170.08,0.0,ASLF,Plasma,0,1,True,False,0.375,1000,1,1,3165,95,5,1
1,2023-08-30 12:34:18,2,170.46,0.0,ASLF,Plasma,0,1,True,False,0.375,1000,1,1,3165,95,5,1
1,2023-08-30 12:34:18,2,170.84,3.0,ASLF,Plasma,0,1,True,False,0.375,1000,1,1,3165,95,5,1
1,2023-08-30 12:34:18,2,171.22,0.0,ASLF,Plasma,0,1,True,False,0.375,1000,1,1,3165,95,5,1
1,2023-08-30 12:34:18,2,171.6,0.0,ASLF,Plasma,0,1,True,False,0.375,1000,1,1,3165,95,5,1
1,2023-08-30 12:34:18,2,171.98,25.0,ASLF,Plasma,0,1,True,False,0.375,1000,1,1,3165,95,5,1
1,2023-08-30 12:34:18,2,172.36,0.0,ASLF,Plasma,0,1,True,False,0.375,1000,1,1,3165,95,5,1
1,2023-08-30 12:34:18,2,172.74,0.0,ASLF,Plasma,0,1,True,False,0.375,1000,1,1,3165,95,5,1
1,2023-08-30 12:34:18,2,173.13,0.0,ASLF,Plasma,0,1,True,False,0.375,1000,1,1,3165,95,5,1
1,2023-08-30 12:34:18,2,173.51,10.0,ASLF,Plasma,0,1,True,False,0.375,1000,1,1,3165,95,5,1
1,2023-08-30 12:34:18,2,173.89,73.0,ASLF,Plasma,0,1,True,False,0.375,1000,1,1,3165,95,5,1
1,2023-08-30 12:34:18,2,174.27,117.0,ASLF,Plasma,0,1,True,False,0.375,1000,1,1,3165,95,5,1
1,2023-08-30 12:34:18,2,174.65,31.0,ASLF,Plasma,0,1,True,False,0.375,1000,1,1,3165,95,5,1
1,2023-08-30 12:34:18,2,175.03,147.0,ASLF,Plasma,0,1,True,False,0.375,1000,1,1,3165,95,5,1
1,2023-08-30 12:34:18,2,175.41,95.0,ASLF,Plasma,0,1,True,False,0.375,1000,1,1,3165,95,5,1
1,2023-08-30 12:34:18,2,175.79,0.0,ASLF,Plasma,0,1,True,False,0.375,1000,1,1,3165,95,5,1
1,2023-08-30 12:34:18,2,176.17,0.0,ASLF,Plasma,0,1,True,False,0.375,1000,1,1,3165,95,5,1
1,2023-08-30 12:34:18,2,176.55,0.0,ASLF,Plasma,0,1,True,False,0.375,1000,1,1,3165,95,5,1
1,2023-08-30 12:34:18,2,176.93,0.0,ASLF,Plasma,0,1,True,False,0.375,1000,1,1,3165,95,5,1
1,2023-08-30 12:34:18,2,177.32,0.0,ASLF,Plasma,0,1,True,False,0.375,1000,1,1,3165,95,5,1
1,2023-08-30 12:34:18,2,177.7,0.0,ASLF,Plasma,0,1,True,False,0.375,1000,1,1,3165,95,5,1
1,2023-08-30 12:34:18,2,178.08,57.0,ASLF,Plasma,0,1,True,False,0.375,1000,1,1,3165,95,5,1
1,2023-08-30 12:34:18,2,178.46,0.0,ASLF,Plasma,0,1,True,False,0.375,1000,1,1,3165,95,5,1
1,2023-08-30 12:34:18,2,178.84,0.0,ASLF,Plasma,0,1,True,False,0.375,1000,1,1,3165,95,5,1
