Measurement_ID,Time_UTC,Measurement_Count,Wavelength_nm,Cleaned_Intensity,Operation_Mode,Measurement_Type,Force_Reset_Status,Laser_Fire_Status,Is_Valid_Plasma,Is_Background,Delay_Time_us,Integration_Time_us,Number_of_Pulses,X_Factor,Laser_Energy_V,Laser_Pump_Current_A,PRR_Hz,On_Off_Status
1,2023-08-31 14:47:35,2,164.35,0.0,ASLF,Plasma,0,1,True,False,0.375,1000,1,1,3187,95,5,1
1,2023-08-31 14:47:35,2,164.74,92.0,ASLF,Plasma,0,1,True,False,0.375,1000,1,1,3187,95,5,1
1,2023-08-31 14:47:35,2,165.12,0.0,ASLF,Plasma,0,1,True,False,0.375,1000,1,1,3187,95,5,1
1,2023-08-31 14:47:35,2,165.5,67.0,ASLF,Plasma,0,1,True,False,0.375,1000,1,1,3187,95,5,1
1,2023-08-31 14:47:35,2,165.88,11.0,ASLF,Plasma,0,1,True,False,0.375,1000,1,1,3187,95,5,1
1,2023-08-31 14:47:35,2,166.26,57.0,ASLF,Plasma,0,1,True,False,0.375,1000,1,1,3187,95,5,1
1,2023-08-31 14:47:35,2,166.64,0.0,ASLF,Plasma,0,1,True,False,0.375,1000,1,1,3187,95,5,1
1,2023-08-31 14:47:35,2,167.03,88.0,ASLF,Plasma,0,1,True,False,0.375,1000,1,1,3187,95,5,1
1,2023-08-31 14:47:35,2,167.41,0.0,ASLF,Plasma,0,1,True,False,0.375,1000,1,1,3187,95,5,1
1,2023-08-31 14:47:35,2,167.79,0.0,ASLF,Plasma,0,1,True,False,0.375,1000,1,1,3187,95,5,1
1,2023-08-31 14:47:35,2,168.17,82.0,ASLF,Plasma,0,1,True,False,0.375,1000,1,1,3187,95,5,1
1,2023-08-31 14:47:35,2,168.55,0.0,ASLF,Plasma,0,1,True,False,0.375,1000,1,1,3187,95,5,1
1,2023-08-31 14:47:35,2,168.93,0.0,ASLF,Plasma,0,1,True,False,0.375,1000,1,1,3187,95,5,1
1,2023-08-31 14:47:35,2,169.31,22.0,ASLF,Plasma,0,1,True,False,0.375,1000,1,1,3187,95,5,1
1,2023-08-31 14:47:35,2,169.7,0.0,ASLF,Plasma,0,1,True,False,0.375,1000,1,1,3187,95,5,1
1,2023-08-31 14:47:35,2,170.08,21.0,ASLF,Plasma,0,1,True,False,0.375,1000,1,1,3187,95,5,1
1,2023-08-31 14:47:35,2,170.46,36.0,ASLF,Plasma,0,1,True,False,0.375,1000,1,1,3187,95,5,1
1,2023-08-31 14:47:35,2,170.84,0.0,ASLF,Plasma,0,1,True,False,0.375,1000,1,1,3187,95,5,1
1,2023-08-31 14:47:35,2,171.22,78.0,ASLF,Plasma,0,1,True,False,0.375,1000,1,1,3187,95,5,1
1,2023-08-31 14:47:35,2,171.6,57.0,ASLF,Plasma,0,1,True,False,0.375,1000,1,1,3187,95,5,1
