Measurement_ID,Time_UTC,Measurement_Count,Wavelength_nm,Cleaned_Intensity,Operation_Mode,Measurement_Type,Force_Reset_Status,Laser_Fire_Status,Is_Valid_Plasma,Is_Background,Delay_Time_us,Integration_Time_us,Number_of_Pulses,X_Factor,Laser_Energy_V,Laser_Pump_Current_A,PRR_Hz,On_Off_Status
1,2023-08-30 16:01:57,2,164.35,72.0,ASLF,Plasma,0,1,True,False,0.375,1000,1,1,3174,95,5,1
1,2023-08-30 16:01:57,2,164.74,16.0,ASLF,Plasma,0,1,True,False,0.375,1000,1,1,3174,95,5,1
1,2023-08-30 16:01:57,2,165.12,23.0,ASLF,Plasma,0,1,True,False,0.375,1000,1,1,3174,95,5,1
1,2023-08-30 16:01:57,2,165.5,0.0,ASLF,Plasma,0,1,True,False,0.375,1000,1,1,3174,95,5,1
1,2023-08-30 16:01:57,2,165.88,0.0,ASLF,Plasma,0,1,True,False,0.375,1000,1,1,3174,95,5,1
1,2023-08-30 16:01:57,2,166.26,7.0,ASLF,Plasma,0,1,True,False,0.375,1000,1,1,3174,95,5,1
1,2023-08-30 16:01:57,2,166.64,0.0,ASLF,Plasma,0,1,True,False,0.375,1000,1,1,3174,95,5,1
1,2023-08-30 16:01:57,2,167.03,65.0,ASLF,Plasma,0,1,True,False,0.375,1000,1,1,3174,95,5,1
1,2023-08-30 16:01:57,2,167.41,68.0,ASLF,Plasma,0,1,True,False,0.375,1000,1,1,3174,95,5,1
1,2023-08-30 16:01:57,2,167.79,16.0,ASLF,Plasma,0,1,True,False,0.375,1000,1,1,3174,95,5,1
1,2023-08-30 16:01:57,2,168.17,51.0,ASLF,Plasma,0,1,True,False,0.375,1000,1,1,3174,95,5,1
1,2023-08-30 16:01:57,2,168.55,0.0,ASLF,Plasma,0,1,True,False,0.375,1000,1,1,3174,95,5,1
1,2023-08-30 16:01:57,2,168.93,0.0,ASLF,Plasma,0,1,True,False,0.375,1000,1,1,3174,95,5,1
1,2023-08-30 16:01:57,2,169.31,119.0,ASLF,Plasma,0,1,True,False,0.375,1000,1,1,3174,95,5,1
1,2023-08-30 16:01:57,2,169.7,0.0,ASLF,Plasma,0,1,True,False,0.375,1000,1,1,3174,95,5,1
1,2023-08-30 16:01:57,2,170.08,0.0,ASLF,Plasma,0,1,True,False,0.375,1000,1,1,3174,95,5,1
1,2023-08-30 16:01:57,2,170.46,12.0,ASLF,Plasma,0,1,True,False,0.375,1000,1,1,3174,95,5,1
1,2023-08-30 16:01:57,2,170.84,0.0,ASLF,Plasma,0,1,True,False,0.375,1000,1,1,3174,95,5,1
1,2023-08-30 16:01:57,2,171.22,0.0,ASLF,Plasma,0,1,True,False,0.375,1000,1,1,3174,95,5,1
1,2023-08-30 16:01:57,2,171.6,31.0,ASLF,Plasma,0,1,True,False,0.375,1000,1,1,3174,95,5,1
1,2023-08-30 16:01:57,2,171.98,83.0,ASLF,Plasma,0,1,True,False,0.375,1000,1,1,3174,95,5,1
1,2023-08-30 16:01:57,2,172.36,10.0,ASLF,Plasma,0,1,True,False,0.375,1000,1,1,3174,95,5,1
1,2023-08-30 16:01:57,2,172.74,0.0,ASLF,Plasma,0,1,True,False,0.375,1000,1,1,3174,95,5,1
1,2023-08-30 16:01:57,2,173.13,33.0,ASLF,Plasma,0,1,True,False,0.375,1000,1,1,3174,95,5,1
1,2023-08-30 16:01:57,2,173.51,0.0,ASLF,Plasma,0,1,True,False,0.375,1000,1,1,3174,95,5,1
1,2023-08-30 16:01:57,2,173.89,0.0,ASLF,Plasma,0,1,True,False,0.375,1000,1,1,3174,95,5,1
1,2023-08-30 16:01:57,2,174.27,0.0,ASLF,Plasma,0,1,True,False,0.375,1000,1,1,3174,95,5,1
1,2023-08-30 16:01:57,2,174.65,0.0,ASLF,Plasma,0,1,True,False,0.375,1000,1,1,3174,95,5,1
1,2023-08-30 16:01:57,2,175.03,0.0,ASLF,Plasma,0,1,True,False,0.375,1000,1,1,3174,95,5,1
1,2023-08-30 16:01:57,2,175.41,0.0,ASLF,Plasma,0,1,True,False,0.375,1000,1,1,3174,95,5,1
1,2023-08-30 16:01:57,2,175.79,0.0,ASLF,Plasma,0,1,True,False,0.375,1000,1,1,3174,95,5,1
1,2023-08-30 16:01:57,2,176.17,0.0,ASLF,Plasma,0,1,True,False,0.375,1000,1,1,3174,95,5,1
1,2023-08-30 16:01:57,2,176.55,0.0,ASLF,Plasma,0,1,True,False,0.375,1000,1,1,3174,95,5,1
1,2023-08-30 16:01:57,2,176.93,0.0,ASLF,Plasma,0,1,True,False,0.375,1000,1,1,3174,95,5,1
1,2023-08-30 16:01:57,2,177.32,0.0,ASLF,Plasma,0,1,True,False,0.375,1000,1,1,3174,95,5,1
1,2023-08-30 16:01:57,2,177.7,0.0,ASLF,Plasma,0,1,True,False,0.375,1000,1,1,3174,95,5,1
1,2023-08-30 16:01:57,2,178.08,0.0,ASLF,Plasma,0,1,True,False,0.375,1000,1,1,3174,95,5,1
1,2023-08-30 16:01:57,2,178.46,0.0,ASLF,Plasma,0,1,True,False,0.375,1000,1,1,3174,95,5,1
1,2023-08-30 16:01:57,2,178.84,0.0,ASLF,Plasma,0,1,True,False,0.375,1000,1,1,3174,95,5,1
1,2023-08-30 16:01:57,2,179.22,0.0,ASLF,Plasma,0,1,True,False,0.375,1000,1,1,3174,95,5,1
1,2023-08-30 16:01:57,2,179.6,0.0,ASLF,Plasma,0,1,True,False,0.375,1000,1,1,3174,95,5,1
1,2023-08-30 16:01:57,2,179.98,0.0,ASLF,Plasma,0,1,True,False,0.375,1000,1,1,3174,95,5,1
1,2023-08-30 16:01:57,2,180.36,0.0,ASLF,Plasma,0,1,True,False,0.375,1000,1,1,3174,95,5,1
1,2023-08-30 16:01:57,2,180.74,0.0,ASLF,Plasma,0,1,True,False,0.375,1000,1,1,3174,95,5,1
1,2023-08-30 16:01:57,2,181.12,0.0,ASLF,Plasma,0,1,True,False,0.375,1000,1,1,3174,95,5,1
1,2023-08-30 16:01:57,2,181.5,0.0,ASLF,Plasma,0,1,True,False,0.375,1000,1,1,3174,95,5,1
1,2023-08-30 16:01:57,2,181.88,0.0,ASLF,Plasma,0,1,True,False,0.375,1000,1,1,3174,95,5,1
1,2023-08-30 16:01:57,2,182.26,0.0,ASLF,Plasma,0,1,True,False,0.375,1000,1,1,3174,95,5,1
1,2023-08-30 16:01:57,2,182.64,0.0,ASLF,Plasma,0,1,True,False,0.375,1000,1,1,3174,95,5,1
1,2023-08-30 16:01:57,2,183.02,0.0,ASLF,Plasma,0,1,True,False,0.375,1000,1,1,3174,95,5,1
1,2023-08-30 16:01:57,2,183.4,0.0,ASLF,Plasma,0,1,True,False,0.375,1000,1,1,3174,95,5,1
1,2023-08-30 16:01:57,2,183.78,0.0,ASLF,Plasma,0,1,True,False,0.375,1000,1,1,3174,95,5,1
1,2023-08-30 16:01:57,2,184.16,0.0,ASLF,Plasma,0,1,True,False,0.375,1000,1,1,3174,95,5,1
1,2023-08-30 16:01:57,2,184.54,0.0,ASLF,Plasma,0,1,True,False,0.375,1000,1,1,3174,95,5,1
1,2023-08-30 16:01:57,2,184.92,0.0,ASLF,Plasma,0,1,True,False,0.375,1000,1,1,3174,95,5,1
1,2023-08-30 16:01:57,2,185.3,0.0,ASLF,Plasma,0,1,True,False,0.375,1000,1,1,3174,95,5,1
1,2023-08-30 16:01:57,2,185.68,0.0,ASLF,Plasma,0,1,True,False,0.375,1000,1,1,3174,95,5,1
1,2023-08-30 16:01:57,2,186.06,0.0,ASLF,Plasma,0,1,True,False,0.375,1000,1,1,3174,95,5,1
1,2023-08-30 16:01:57,2,186.44,0.0,ASLF,Plasma,0,1,True,False,0.375,1000,1,1,3174,95,5,1
1,2023-08-30 16:01:57,2,186.82,0.0,ASLF,Plasma,0,1,True,False,0.375,1000,1,1,3174,95,5,1
1,2023-08-30 16:01:57,2,187.2,0.0,ASLF,Plasma,0,1,True,False,0.375,1000,1,1,3174,95,5,1
1,2023-08-30 16:01:57,2,187.58,0.0,ASLF,Plasma,0,1,True,False,0.375,1000,1,1,3174,95,5,1
1,2023-08-30 16:01:57,2,187.96,0.0,ASLF,Plasma,0,1,True,False,0.375,1000,1,1,3174,95,5,1
1,2023-08-30 16:01:57,2,188.34,0.0,ASLF,Plasma,0,1,True,False,0.375,1000,1,1,3174,95,5,1
1,2023-08-30 16:01:57,2,188.72,0.0,ASLF,Plasma,0,1,True,False,0.375,1000,1,1,3174,95,5,1
1,2023-08-30 16:01:57,2,189.1,0.0,ASLF,Plasma,0,1,True,False,0.375,1000,1,1,3174,95,5,1
1,2023-08-30 16:01:57,2,189.48,0.0,ASLF,Plasma,0,1,True,False,0.375,1000,1,1,3174,95,5,1
1,2023-08-30 16:01:57,2,189.86,0.0,ASLF,Plasma,0,1,True,False,0.375,1000,1,1,3174,95,5,1
1,2023-08-30 16:01:57,2,190.24,0.0,ASLF,Plasma,0,1,True,False,0.375,1000,1,1,3174,95,5,1
1,2023-08-30 16:01:57,2,190.62,0.0,ASLF,Plasma,0,1,True,False,0.375,1000,1,1,3174,95,5,1
1,2023-08-30 16:01:57,2,191.0,0.0,ASLF,Plasma,0,1,True,False,0.375,1000,1,1,3174,95,5,1
1,2023-08-30 16:01:57,2,191.38,0.0,ASLF,Plasma,0,1,True,False,0.375,1000,1,1,3174,95,5,1
1,2023-08-30 16:01:57,2,191.76,0.0,ASLF,Plasma,0,1,True,False,0.375,1000,1,1,3174,95,5,1
